"dataSet","ladder","smileLaugh","enjoyment","worry","sadness","depression","anger","income","household","television","computer","internetAccess","food","shelter","livingStandard","ticket","lawsuit","respect","learn","opportunity","time","emergency","gender","age","maritalStatus","residentialArea","education","raw_income","PositiveFeelings","NegativeFeelings","logIncome","LuxuryConveniences","BasicNeeds","PsychNeeds","study_site"
"2019replication",8,1,1,0,0,0,0,25000,"2",1,1,1,0,0,1,70,40,1,1,1,1,1,"man",18,"single","urban_city","some teriary",25000,1,0,10.1266311038503,1,0,1,"Study_Site_4"
"2019replication",8,1,1,-1,-1,-1,-1,25000,"2",1,1,1,0,0,1,80,40,1,1,1,1,1,"man",18,"single","urban_city","some teriary",25000,1,-1,10.1266311038503,1,0,1,"Study_Site_4"
"2019replication",5,1,1,-1,0,0,0,48000,"4",1,1,1,0,0,1,85,20,1,0,0,1,1,"woman",20,"single","urban_city","some teriary",48000,1,-0.25,10.77895628989,1,0,0.6,"Study_Site_4"
"2019replication",4,1,1,-1,0,0,0,75000,"2",0,1,1,0,0,1,65,30,1,1,1,1,1,NA,22,"domestic partnership","urban_city","some teriary",75000,1,-0.25,11.2252433925184,0.666666666666667,0,1,"Study_Site_4"
"2019replication",8,1,1,-1,0,0,0,90000,"2",1,1,1,1,1,1,100,100,1,1,1,1,1,"woman",38,"married","urban_city","some teriary",90000,1,-0.25,11.4075649493124,1,1,1,"Study_Site_4"
"2019replication",8,1,1,-1,0,0,0,90000,"2",1,1,1,1,1,1,100,90,1,1,1,1,1,"woman",38,"married","urban_city","some teriary",90000,1,-0.25,11.4075649493124,1,1,1,"Study_Site_4"
"2019replication",4,1,1,0,0,0,0,75000,"2",0,1,1,0,0,1,100,92,1,1,1,1,1,"man",36,"married","urban_city","some teriary",75000,1,0,11.2252433925184,0.666666666666667,0,1,"Study_Site_4"
"2019replication",10,1,1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,NA,NA,NA,NA,"Study_Site_4"
"2019replication",5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,"Study_Site_4"
"2019replication",6,0,0,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.5,NA,NA,NA,NA,"Study_Site_4"
"2019replication",7,1,1,0,0,0,0,NA,NA,1,1,1,0,0,1,93,78,1,1,0,1,1,"woman",18,"single","suburban","some teriary",NA,1,0,NA,1,0,0.8,"Study_Site_4"
"2019replication",7,1,1,-1,-1,-1,-1,70000,"2",1,1,1,0,0,1,50,20,1,1,1,1,1,"woman",23,"domestic partnership","urban_city","some teriary",70000,1,-1,11.1562505210315,1,0,1,"Study_Site_4"
"2019replication",9,1,1,-1,-1,0,0,50000,"2",1,1,1,0,0,0,48,21,1,1,1,1,1,"man",33,"domestic partnership","urban_city","some teriary",50000,1,-0.5,10.8197782844103,1,0,1,"Study_Site_4"
"2019replication",10,1,1,-1,-1,0,0,50000,"2",1,1,1,0,0,1,42,22,1,1,1,1,1,"man",33,"domestic partnership","urban_city","some teriary",50000,1,-0.5,10.8197782844103,1,0,1,"Study_Site_4"
"2019replication",9,1,1,-1,-1,0,0,50000,"2",1,1,1,0,0,1,40,28,1,1,1,1,1,"man",33,"domestic partnership","urban_city","some teriary",50000,1,-0.5,10.8197782844103,1,0,1,"Study_Site_4"
"2019replication",6,1,1,-1,0,0,0,NA,"5",1,1,1,0,0,1,70,NA,1,1,0,1,1,"man",18,"single","suburban","some teriary",NA,1,-0.25,NA,1,0,0.8,"Study_Site_4"
"2019replication",7,1,1,-1,0,0,0,NA,"5",1,1,1,0,0,1,37,73,1,1,1,1,1,"man",18,"single","suburban","some teriary",NA,1,-0.25,NA,1,0,1,"Study_Site_4"
"2019replication",7,1,1,-1,0,0,0,90000,"2",1,1,1,1,1,1,92,71,1,1,0,1,1,"woman",38,"married","urban_city","some teriary",90000,1,-0.25,11.4075649493124,1,1,0.8,"Study_Site_4"
"2019replication",6,1,1,0,0,0,0,120000,"5",1,1,1,0,0,1,100,100,1,1,1,1,1,"woman",18,"single","suburban","secondary",120000,1,0,11.6952470217642,1,0,1,"Study_Site_4"
"2019replication",9,1,1,-1,0,0,0,NA,"3",1,1,1,0,0,1,100,100,1,1,1,1,1,"man",18,"single","urban_city","some teriary",NA,1,-0.25,NA,1,0,1,"Study_Site_4"
"2019replication",9,1,1,-1,0,0,0,NA,"3",1,1,1,0,0,1,100,100,1,1,1,1,1,"man",18,"single","urban_city","some teriary",NA,1,-0.25,NA,1,0,1,"Study_Site_4"
"2019replication",1,0,0,-1,-1,-1,0,15000,"3",1,1,1,0,0,0,76,52,1,1,1,0,1,"man",20,"single","urban_city","some teriary",15000,0,-0.75,9.61580548008435,1,0,0.8,"Study_Site_4"
"2019replication",6,1,1,-1,0,0,0,16000,"1",0,1,1,0,0,1,70,26,1,1,1,0,1,"man",23,"single","urban_city","some teriary",16000,1,-0.25,9.68034400122192,0.666666666666667,0,0.8,"Study_Site_4"
"2019replication",4,0,1,-1,0,0,0,25000,"3",1,1,1,0,0,0,36,13,1,1,1,0,0,"man",21,"single","urban_city","some teriary",25000,0.5,-0.25,10.1266311038503,1,0,0.6,"Study_Site_4"
"2019replication",4,0,1,-1,0,0,0,1e+05,"4",1,1,1,0,0,1,80,11,1,0,0,1,1,"woman",20,"single","suburban","some teriary",1e+05,0.5,-0.25,11.5129254649702,1,0,0.6,"Study_Site_4"
"2019replication",10,1,1,-1,0,0,0,NA,"4",1,1,1,0,0,1,100,NA,1,1,1,0,1,"man",18,"single",NA,"graduate degree",NA,1,-0.25,NA,1,0,0.8,"Study_Site_4"
"2019replication",6,1,1,-1,0,0,0,NA,"5",1,1,1,0,0,1,70,5,1,1,1,1,1,"woman",21,"single","urban_city","some teriary",NA,1,-0.25,NA,1,0,1,"Study_Site_4"
"2019replication",5,0,1,-1,-1,-1,0,90000,"5",1,1,1,0,0,1,100,30,0,1,0,1,1,"man",19,"single","suburban","some teriary",90000,0.5,-0.75,11.4075649493124,1,0,0.6,"Study_Site_4"
"2019replication",6,1,1,-1,0,0,0,110000,"8",0,1,1,0,0,1,80,23,1,1,1,1,1,"woman",20,"single","suburban","some teriary",110000,1,-0.25,11.6082356447746,0.666666666666667,0,1,"Study_Site_4"
"2019replication",2,1,1,-1,-1,0,0,5000,"1",0,1,1,1,0,1,100,15,1,1,1,1,1,"man",30,"single","urban_city","some teriary",5000,1,-0.5,8.51719319141624,0.666666666666667,0.5,1,"Study_Site_4"
"2019replication",2,0,0,0,0,0,-1,0,"1",0,1,0,1,1,1,30,1,0,0,0,0,1,"man",22,"single","rural","some teriary",0,0,-0.25,NA,0.333333333333333,1,0.2,"Study_Site_4"
"2019replication",5,1,1,-1,-1,-1,0,180000,"4",1,1,1,0,0,1,100,80,1,1,0,1,1,"woman",18,"single","village","some teriary",180000,1,-0.75,12.1007121298723,1,0,0.8,"Study_Site_4"
"2019replication",5,1,1,-1,-1,-1,0,180000,"4",1,1,1,0,0,1,99,84,1,1,0,1,1,"woman",18,"single","village","some teriary",180000,1,-0.75,12.1007121298723,1,0,0.8,"Study_Site_4"
"2019replication",6,1,1,0,0,0,0,70000,"3",1,1,1,0,0,1,61,20,1,1,1,1,1,NA,20,"single","urban_city","some teriary",70000,1,0,11.1562505210315,1,0,1,"Study_Site_4"
"2019replication",7,1,1,0,0,0,0,90000,"3",1,1,1,0,0,1,100,50,1,1,0,0,1,"man",20,"single","suburban","some teriary",90000,1,0,11.4075649493124,1,0,0.6,"Study_Site_4"
"2019replication",8,1,1,-1,0,0,0,80000,"3",1,1,1,0,0,1,82,19,1,1,1,0,1,"woman",20,"single","suburban","some teriary",80000,1,-0.25,11.289781913656,1,0,0.8,"Study_Site_4"
"2019replication",9,1,0,0,0,0,-1,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,1,1,NA,"man",NA,NA,"suburban",NA,NA,0.5,-0.25,NA,1,NA,0.5,"Study_Site_4"
"2019replication",7,0,0,-1,0,-1,-1,85000,"4",1,1,1,0,0,1,100,81,1,1,0,0,1,"woman",20,"single","rural","some teriary",85000,0,-0.75,11.3504065354725,1,0,0.6,"Study_Site_4"
"2019replication",7,1,1,0,0,0,0,NA,"3",1,1,1,0,0,1,90,100,1,1,1,1,1,"woman",27,"single","urban_city","graduate degree",NA,1,0,NA,1,0,1,"Study_Site_4"
"2019replication",6,1,1,-1,0,0,-1,80000,"3",1,1,1,0,0,1,80,45,1,1,0,1,1,"woman",20,"single","rural","some teriary",80000,1,-0.5,11.289781913656,1,0,0.8,"Study_Site_4"
"2019replication",3,1,1,-1,0,0,0,90000,"5",0,1,1,0,0,1,69,8,1,1,1,1,1,"man",18,"single","urban_city","secondary",90000,1,-0.25,11.4075649493124,0.666666666666667,0,1,"Study_Site_4"
"2019replication",8,1,1,-1,-1,0,0,NA,"5",1,1,1,0,0,1,100,16,1,1,1,0,1,"man",20,"single","suburban","some teriary",NA,1,-0.5,NA,1,0,0.8,"Study_Site_4"
"2019replication",3,0,1,-1,-1,-1,0,NA,"6",1,1,1,0,0,1,100,0,1,1,1,0,1,"woman",19,"single","urban_city","some teriary",NA,0.5,-0.75,NA,1,0,0.8,"Study_Site_4"
"2019replication",10,1,1,-1,0,0,-1,120000,"5",1,1,1,0,0,1,100,100,1,1,0,1,1,"woman",20,"single","urban_city","some teriary",120000,1,-0.5,11.6952470217642,1,0,0.8,"Study_Site_4"
"2019replication",6,0,0,-1,-1,-1,0,70000,"2",1,1,1,0,0,1,100,100,1,1,0,1,1,"woman",20,"single","urban_city","some teriary",70000,0,-0.75,11.1562505210315,1,0,0.8,"Study_Site_4"
"2019replication",7,1,1,-1,0,0,0,70000,"2",1,1,1,0,0,1,50,35,1,0,0,1,1,"woman",21,"single","suburban","some teriary",70000,1,-0.25,11.1562505210315,1,0,0.6,"Study_Site_4"
"2019replication",6,0,0,-1,-1,-1,-1,70000,"4",1,1,1,0,0,1,100,NA,0,0,0,0,1,"woman",21,"single","suburban","some teriary",70000,0,-1,11.1562505210315,1,0,0.2,"Study_Site_4"
"2019replication",5,1,1,-1,0,0,0,120000,"3",1,1,1,0,0,1,100,20,1,1,0,1,1,"woman",19,"single","suburban","some teriary",120000,1,-0.25,11.6952470217642,1,0,0.8,"Study_Site_4"
"2019replication",5,0,0,-1,-1,-1,-1,70000,"5",1,1,1,1,1,1,63,13,1,1,1,1,1,"man",19,"single","urban_city","some teriary",70000,0,-1,11.1562505210315,1,1,1,"Study_Site_4"
"2019replication",6,1,1,-1,0,0,0,40000,"4",1,1,1,0,0,1,70,50,1,1,0,0,1,"man",23,"single","urban_city","some teriary",40000,1,-0.25,10.5966347330961,1,0,0.6,"Study_Site_4"
"2019replication",3,1,0,-1,0,0,0,80000,"4",1,1,1,0,0,1,79,35,1,1,1,0,1,"woman",18,"single","rural","some teriary",80000,0.5,-0.25,11.289781913656,1,0,0.8,"Study_Site_4"
"2019replication",5,0,0,-1,-1,-1,0,70000,"5",1,1,1,0,0,1,52,5,1,1,1,0,0,"man",19,"single","urban_city","secondary",70000,0,-0.75,11.1562505210315,1,0,0.6,"Study_Site_4"
"2019replication",5,1,1,-1,0,0,0,35000,"5",1,1,1,1,0,1,95,45,0,1,0,0,1,"woman",20,NA,"rural","some teriary",35000,1,-0.25,10.4631033404715,1,0.5,0.4,"Study_Site_4"
"2019replication",4,1,1,-1,0,0,0,60000,"6",1,1,1,1,0,1,97,10,1,1,1,1,1,"man",19,"single","rural","secondary",60000,1,-0.25,11.0020998412042,1,0.5,1,"Study_Site_4"
"2019replication",7,1,1,-1,0,0,0,1e+05,"4",1,1,1,0,0,1,85,65,1,1,0,1,1,"woman",18,"single","urban_city","some teriary",1e+05,1,-0.25,11.5129254649702,1,0,0.8,"Study_Site_4"
"2019replication",7,0,0,-1,0,0,-1,2e+05,"3",1,1,1,0,0,1,90,40,1,0,0,0,1,"woman",19,"single","suburban","some teriary",2e+05,0,-0.5,12.2060726455302,1,0,0.4,"Study_Site_4"
"2019replication",7,1,1,-1,-1,0,0,50000,"5",1,1,1,0,0,1,20,NA,1,1,1,1,1,"man",20,"single","urban_city","secondary",50000,1,-0.5,10.8197782844103,1,0,1,"Study_Site_4"
"2019replication",8,1,1,-1,0,0,0,8e+05,"4",1,1,1,0,0,1,100,49,1,1,1,1,1,"woman",21,"single","suburban","secondary",8e+05,1,-0.25,13.5923670066501,1,0,1,"Study_Site_4"
"2019replication",8,1,1,-1,-1,-1,0,57000,"4",1,1,1,1,0,1,8,3,1,1,1,1,1,"woman",20,"domestic partnership","urban_city","some teriary",57000,1,-0.75,10.9508065468167,1,0.5,1,"Study_Site_4"
"2019replication",5,0,0,-1,0,0,0,1e+05,"4",1,1,1,0,0,1,90,50,1,1,1,1,1,"woman",20,"single","urban_city","some teriary",1e+05,0,-0.25,11.5129254649702,1,0,1,"Study_Site_4"
"2019replication",7,1,1,-1,-1,0,0,70000,"5",1,1,1,NA,0,1,100,41,1,1,1,1,1,"woman",21,"single","urban_city","some teriary",70000,1,-0.5,11.1562505210315,1,0,1,"Study_Site_4"
"2019replication",7,0,0,0,-1,0,0,NA,"4",1,1,1,0,0,1,100,20,1,1,0,0,1,"man",20,"single","urban_city","some teriary",NA,0,-0.25,NA,1,0,0.6,"Study_Site_4"
"2019replication",6,1,1,-1,0,0,0,49000,"5",1,1,1,0,0,1,62,36,1,1,1,1,1,"woman",18,"single","urban_city","some teriary",49000,1,-0.25,10.7995755770928,1,0,1,"Study_Site_4"
"2019replication",6,1,1,0,0,0,0,60000,"5",1,1,1,0,0,1,100,50,1,1,0,1,1,"man",19,"single","urban_city","some teriary",60000,1,0,11.0020998412042,1,0,0.8,"Study_Site_4"
"HongKong",7,1,1,-1,-1,-1,-1,13000,"1",1,1,1,1,1,1,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"primary or less",1e+05,1,-1,9.47270463644367,1,1,1,"Study_Site_6"
"HongKong",7,0,0,0,0,-1,-1,31200,"3",1,1,1,1,0,1,NA,NA,1,1,1,0,1,"woman",NA,NA,NA,"secondary",240000,0,-0.5,10.3481733737976,1,0.5,0.8,"Study_Site_6"
"HongKong",8,1,1,0,0,0,0,26000,"3",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"man",NA,NA,NA,"secondary",2e+05,1,0,10.1658518170036,1,0.5,1,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,31200,"1",1,0,1,1,1,0,NA,NA,0,0,0,0,1,"man",NA,NA,NA,"secondary",240000,0,0,10.3481733737976,0.666666666666667,1,0.2,"Study_Site_6"
"HongKong",8,1,1,0,0,0,0,13000,"3",1,1,1,1,0,0,NA,NA,1,1,NA,0,0,"woman",NA,NA,NA,"some teriary",1e+05,1,0,9.47270463644367,1,0.5,0.5,"Study_Site_6"
"HongKong",5,1,1,-1,-1,-1,-1,23400,"3",1,1,1,1,1,0,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"some teriary",180000,1,-1,10.0604913013458,1,1,1,"Study_Site_6"
"HongKong",6,1,0,-1,-1,-1,-1,NA,"3",1,1,1,1,1,1,NA,NA,0,1,1,0,1,"woman",NA,NA,NA,"some teriary",NA,0.5,-1,NA,1,1,0.6,"Study_Site_6"
"HongKong",6,1,0,0,0,0,0,NA,"4",1,1,1,1,0,0,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"some teriary",NA,0.5,0,NA,1,0.5,1,"Study_Site_6"
"HongKong",5,0,0,0,0,0,0,20800,"1",1,1,1,1,0,0,NA,NA,0,0,0,0,1,"woman",NA,NA,NA,"some teriary",160000,0,0,9.94270826568941,1,0.5,0.2,"Study_Site_6"
"HongKong",8,1,1,-1,0,0,0,0,"3",1,1,1,1,0,1,NA,NA,1,1,NA,1,0,"man",NA,NA,NA,"some teriary",0,1,-0.25,NA,1,0.5,0.75,"Study_Site_6"
"HongKong",4,1,1,-1,-1,-1,-1,31200,"5",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"man",NA,NA,NA,"some teriary",240000,1,-1,10.3481733737976,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,19500,"1",1,1,1,1,0,0,NA,NA,1,0,0,0,1,"man",NA,NA,NA,"some teriary",150000,1,0,9.87816974455184,1,0.5,0.4,"Study_Site_6"
"HongKong",9,1,1,0,0,0,0,56377.23,"4",1,1,1,1,0,0,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"full teritary",433671,1,0,10.9398206325637,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,-1,-1,-1,-1,650,"3",1,1,1,1,1,1,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"full teritary",5000,1,-1,6.47697236288968,1,1,1,"Study_Site_6"
"HongKong",5,1,1,-1,-1,0,0,0,"4",1,1,1,1,0,1,NA,NA,1,1,1,1,0,"woman",NA,NA,NA,"full teritary",0,1,-0.5,NA,1,0.5,0.8,"Study_Site_6"
"HongKong",6,1,1,-1,0,0,-1,54600,"2",1,1,1,1,1,1,NA,NA,1,0,0,1,1,"woman",NA,NA,NA,"full teritary",420000,1,-0.5,10.907789161733,1,1,0.6,"Study_Site_6"
"HongKong",6,1,1,-1,-1,-1,-1,65000,"6",1,1,1,1,1,0,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"full teritary",5e+05,1,-1,11.0821425488778,1,1,1,"Study_Site_6"
"HongKong",5,0,0,-1,-1,-1,0,46800,"3",1,1,1,1,0,0,NA,NA,0,0,0,1,1,"woman",NA,NA,NA,"full teritary",360000,0,-0.75,10.7536384819057,1,0.5,0.4,"Study_Site_6"
"HongKong",4,0,0,0,0,0,0,32500,"5",1,1,1,1,0,0,NA,NA,1,0,1,1,1,"woman",NA,NA,NA,"full teritary",250000,0,0,10.3889953683178,1,0.5,0.8,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,75400,"1",1,1,1,1,0,0,NA,NA,0,0,0,0,1,"woman",NA,NA,NA,"full teritary",580000,1,0,11.230562553996,1,0.5,0.2,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,23400,"1",1,1,1,1,0,0,NA,NA,0,0,0,0,1,"woman",NA,NA,NA,"full teritary",180000,0,0,10.0604913013458,1,0.5,0.2,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,15600,"1",1,1,1,1,0,0,NA,NA,0,0,0,0,0,"woman",NA,NA,NA,"full teritary",120000,0,0,9.65502619323763,1,0.5,0,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,0,"4",1,1,1,1,0,0,NA,NA,1,0,0,1,0,"woman",NA,NA,NA,"full teritary",0,0,0,NA,1,0.5,0.4,"Study_Site_6"
"HongKong",5,1,1,0,-1,-1,0,3900,"4",1,1,1,1,0,1,NA,NA,1,0,0,1,1,"man",NA,NA,NA,"full teritary",30000,1,-0.5,8.26873183211774,1,0.5,0.6,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,41496,"2",0,1,1,1,1,0,NA,NA,1,0,1,1,1,"man",NA,NA,NA,"full teritary",319200,0,0,10.6333523160312,0.666666666666667,1,0.8,"Study_Site_6"
"HongKong",7,1,1,-1,0,0,0,39000,"4",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"man",NA,NA,NA,"full teritary",3e+05,1,-0.25,10.5713169251118,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,-1,0,0,0,520000,"3",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"man",NA,NA,NA,"full teritary",4e+06,1,-0.25,13.1615840905576,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,46800,"5",1,1,1,1,0,1,NA,NA,1,1,1,0,1,"man",NA,NA,NA,"full teritary",360000,1,0,10.7536384819057,1,0.5,0.8,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,26000,"3",1,1,1,1,0,0,NA,NA,1,0,1,0,1,"man",NA,NA,NA,"full teritary",2e+05,0,0,10.1658518170036,1,0.5,0.6,"Study_Site_6"
"HongKong",7,0,0,0,0,0,-1,39000,"2",1,1,1,1,0,0,NA,NA,0,0,1,0,1,"man",NA,NA,NA,"full teritary",3e+05,0,-0.25,10.5713169251118,1,0.5,0.4,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,19500,"3",1,1,1,1,0,0,NA,NA,1,0,0,0,1,"man",NA,NA,NA,"full teritary",150000,0,0,9.87816974455184,1,0.5,0.4,"Study_Site_6"
"HongKong",5,0,0,0,0,0,0,31200,"3",1,1,1,1,0,0,NA,NA,0,0,0,0,1,"man",NA,NA,NA,"full teritary",240000,0,0,10.3481733737976,1,0.5,0.2,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,26000,"4",1,1,1,1,0,0,NA,NA,1,1,1,1,1,"man",NA,NA,NA,"full teritary",2e+05,1,0,10.1658518170036,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,31200,"5",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"man",NA,NA,NA,"full teritary",240000,1,0,10.3481733737976,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,-1,0,0,0,21450,"3",1,1,1,1,0,0,NA,NA,1,0,1,1,1,"man",NA,NA,NA,"full teritary",165000,1,-0.25,9.97347992435616,1,0.5,0.8,"Study_Site_6"
"HongKong",3,0,0,0,0,0,0,32500,"2",1,1,1,1,0,0,NA,NA,1,0,0,1,1,"woman",NA,NA,NA,"graduate degree",250000,0,0,10.3889953683178,1,0.5,0.6,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,39000,"1",1,1,1,1,1,1,NA,NA,0,0,0,0,1,"woman",NA,NA,NA,"graduate degree",3e+05,0,0,10.5713169251118,1,1,0.2,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,21060,"3",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"man",NA,NA,NA,"graduate degree",162000,1,0,9.95513078568797,1,0.5,1,"Study_Site_6"
"HongKong",7,1,1,-1,0,0,0,0,"4",1,1,1,1,0,1,NA,NA,1,1,NA,0,0,"man",NA,NA,NA,"graduate degree",0,1,-0.25,NA,1,0.5,0.5,"Study_Site_6"
"HongKong",6,1,1,-1,0,0,0,25350,"3",1,1,1,1,0,1,NA,NA,1,1,1,0,1,"man",NA,NA,NA,"graduate degree",195000,1,-0.25,10.1405340090193,1,0.5,0.8,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,21450,"3",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"primary or less",165000,1,0,9.97347992435616,1,0.5,1,"Study_Site_6"
"HongKong",8,1,1,-1,-1,-1,-1,NA,"5",1,1,1,1,1,1,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"secondary",NA,1,-1,NA,1,1,1,"Study_Site_6"
"HongKong",6,1,1,0,0,0,-1,39000,"2",1,1,1,1,0,1,NA,NA,1,0,1,1,1,"woman",NA,NA,NA,"secondary",3e+05,1,-0.25,10.5713169251118,1,0.5,0.8,"Study_Site_6"
"HongKong",7,1,1,0,0,0,0,46800,"2",1,1,1,1,0,1,NA,NA,0,0,0,0,1,"woman",NA,NA,NA,"secondary",360000,1,0,10.7536384819057,1,0.5,0.2,"Study_Site_6"
"HongKong",6,0,0,-1,0,0,0,NA,"3",1,1,1,1,0,0,NA,NA,0,0,1,1,1,"woman",NA,NA,NA,"secondary",NA,0,-0.25,NA,1,0.5,0.6,"Study_Site_6"
"HongKong",5,0,0,-1,0,0,0,0,"1",1,1,1,1,1,0,NA,NA,0,0,1,1,0,"man",NA,NA,NA,"secondary",0,0,-0.25,NA,1,1,0.4,"Study_Site_6"
"HongKong",6,0,0,0,0,0,-1,13000,"1",1,1,1,1,0,1,NA,NA,0,0,0,0,1,"man",NA,NA,NA,"secondary",1e+05,0,-0.25,9.47270463644367,1,0.5,0.2,"Study_Site_6"
"HongKong",9,1,1,0,0,0,0,13000,"3",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"some teriary",1e+05,1,0,9.47270463644367,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,46800,"1",1,1,1,1,0,1,NA,NA,1,0,1,1,1,"woman",NA,NA,NA,"some teriary",360000,1,0,10.7536384819057,1,0.5,0.8,"Study_Site_6"
"HongKong",8,1,1,0,0,0,0,21060,"2",1,1,1,1,1,0,NA,NA,1,0,0,1,1,"man",NA,NA,NA,"some teriary",162000,1,0,9.95513078568797,1,1,0.6,"Study_Site_6"
"HongKong",7,1,0,0,0,0,0,46800,"1",1,1,1,1,1,0,NA,NA,1,0,0,0,1,"man",NA,NA,NA,"some teriary",360000,0.5,0,10.7536384819057,1,1,0.4,"Study_Site_6"
"HongKong",7,0,0,0,0,0,0,3250,"3",1,1,1,1,0,0,NA,NA,1,0,0,0,1,"man",NA,NA,NA,"some teriary",25000,0,0,8.08641027532378,1,0.5,0.4,"Study_Site_6"
"HongKong",6,1,1,0,0,0,-1,156000,"2",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"full teritary",1200000,1,-0.25,11.9576112862317,1,0.5,1,"Study_Site_6"
"HongKong",6,0,0,0,0,0,-1,31200,"2",1,0,1,1,0,0,NA,NA,0,0,0,1,1,"woman",NA,NA,NA,"full teritary",240000,0,-0.25,10.3481733737976,0.666666666666667,0.5,0.4,"Study_Site_6"
"HongKong",5,1,1,0,0,0,0,46800,"2",1,1,1,1,0,1,NA,NA,1,1,1,0,1,"woman",NA,NA,NA,"full teritary",360000,1,0,10.7536384819057,1,0.5,0.8,"Study_Site_6"
"HongKong",7,1,1,0,0,0,0,46800,"2",1,1,1,1,0,1,NA,NA,1,1,1,1,1,"woman",NA,NA,NA,"full teritary",360000,1,0,10.7536384819057,1,0.5,1,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,78000,"2",1,1,1,1,0,1,NA,NA,1,0,1,1,1,"woman",NA,NA,NA,"full teritary",6e+05,1,0,11.2644641056717,1,0.5,0.8,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,0,"1",1,1,1,1,1,0,NA,NA,0,0,0,0,0,"woman",NA,NA,NA,"full teritary",0,0,0,NA,1,1,0,"Study_Site_6"
"HongKong",6,0,0,0,0,0,0,52000,"2",1,1,1,1,0,0,NA,NA,1,0,0,0,1,"woman",NA,NA,NA,"full teritary",4e+05,0,0,10.8589989975636,1,0.5,0.4,"Study_Site_6"
"HongKong",7,0,0,0,0,0,0,21060,"2",1,1,0,1,0,0,NA,NA,0,0,0,0,0,"woman",NA,NA,NA,"full teritary",162000,0,0,9.95513078568797,0.666666666666667,0.5,0,"Study_Site_6"
"HongKong",6,1,1,0,0,0,0,32500,"3",1,1,1,1,0,0,NA,NA,1,0,0,0,1,"woman",NA,NA,NA,"full teritary",250000,1,0,10.3889953683178,1,0.5,0.4,"Study_Site_6"
"HongKong",7,0,0,0,0,0,0,19500,"4",1,1,1,1,0,0,NA,NA,1,0,1,1,1,"woman",NA,NA,NA,"full teritary",150000,0,0,9.87816974455184,1,0.5,0.8,"Study_Site_6"
"HongKong",7,1,1,0,0,0,0,26000,"3",1,1,1,1,0,0,NA,NA,1,0,1,1,1,"woman",NA,NA,NA,"full teritary",2e+05,1,0,10.1658518170036,1,0.5,0.8,"Study_Site_6"
"HongKong",7,0,0,0,0,0,0,31200,"2",1,1,1,1,0,1,NA,NA,1,0,1,1,1,"man",NA,NA,NA,"full teritary",240000,0,0,10.3481733737976,1,0.5,0.8,"Study_Site_6"
